,TOKEN,POS
7517,夫子,NOUN
7518,哂,VERB
7519,之,PRON
7520,求,PROPN
7521,爾,PRON
7522,何,PRON
7523,如,VERB
7524,對,ADV
7525,曰,VERB
7526,方,NOUN
7527,六七十,NUM
7528,如,ADP
7529,五六十,NUM
7530,求,PROPN
7531,也,PART
7532,為,VERB
7533,之,PRON
7534,比,VERB
7535,及,VERB
7536,三,NUM
7537,年,NOUN
7538,可,AUX
7539,使,VERB
7540,足,VERB
7541,民,NOUN
7542,如,VERB
7543,其,PRON
7544,禮,NOUN
7545,樂,NOUN
7546,以,ADV
7547,俟,VERB
7548,君子,NOUN
7549,赤,NOUN
7550,爾,PRON
7551,何,PRON
7552,如,VERB
7553,對,ADV
7554,曰,VERB
7555,非,ADV
7556,曰,VERB
7557,能,AUX
7558,之,SCONJ
7559,願,VERB
7560,學,VERB
7561,焉,PART
7562,宗,NOUN
7563,廟,NOUN
7564,之,SCONJ
7565,事,NOUN
7566,如,VERB
7567,會,VERB
7568,同,VERB
7569,端,NOUN
7570,章,NOUN
7571,甫,PROPN
7572,願,VERB
7573,為,AUX
7574,小,VERB
7575,相,NOUN
7576,焉,PART
7577,點,PROPN
7578,爾,PRON
7579,何,PRON
7580,如,VERB
7581,鼓,NOUN
7582,瑟,NOUN
7583,希,ADV
7584,鏗,VERB
7585,爾,PRON
7586,舍,VERB
7587,瑟,NOUN
7588,而,CCONJ
7589,作,VERB
7590,對,ADV
7591,曰,VERB
7592,異,VERB
7593,乎,ADP
7594,三,NUM
7595,子,NOUN
7596,者,PART
7597,之,SCONJ
7598,撰,VERB
7599,子,NOUN
7600,曰,VERB
7601,何,ADV
7602,傷,VERB
7603,乎,ADP
7604,赤,NOUN
7605,各,ADV
7606,言,VERB
7607,其,PRON
7608,志,NOUN
7609,也,PART
7610,曰,VERB
7611,莫,ADV
7612,春,NOUN
7613,者,PART
7614,春,NOUN
7615,服,NOUN
7616,既,ADV
7617,成,VERB
7618,冠,VERB
7619,者,PART
7620,五六,NUM
7621,人,NOUN
7622,童,NOUN
7623,子,NOUN
7624,六七,NUM
7625,人,NOUN
7626,浴,VERB
7627,乎,PART
7628,沂,VERB
7629,風,NOUN
7630,乎,PART
7631,舞,VERB
7632,雩,VERB
7633,詠,VERB
7634,而,CCONJ
7635,歸,VERB
7636,夫子,NOUN
7637,喟,VERB
7638,然,PART
7639,歎,ADV
7640,曰,VERB
7641,吾,PRON
7642,與,ADP
7643,點,PROPN
7644,也,PART
7645,三,NUM
7646,子,NOUN
7647,者,PART
7648,出,VERB
7649,曾,ADV
7650,皙,NOUN
7651,後,NOUN
7652,曾皙,NOUN
7653,曰,VERB
7654,夫,PART
7655,三,NUM
7656,子,NOUN
7657,者,PART
7658,之,SCONJ
7659,言,NOUN
7660,何,PRON
7661,如子,PROPN
7662,曰,VERB
7663,亦,ADV
7664,各,ADV
7665,言,VERB
7666,其,PRON
7667,志,NOUN
7668,也,PART
7669,已,PART
7670,矣,PART
7671,曰,VERB
7672,夫子,NOUN
7673,何,ADV
7674,哂,VERB
7675,由,VERB
7676,也,PART
7677,曰,VERB
7678,為,VERB
7679,國,NOUN
7680,以,VERB
7681,禮,NOUN
7682,其,PRON
7683,言,NOUN
7684,不,ADV
7685,讓,VERB
7686,是,PRON
7687,故,NOUN
7688,哂,VERB
7689,之,PRON
7690,唯,ADV
7691,求,VERB
7692,則,ADV
7693,非,ADV
7694,邦,NOUN
7695,也,PART
7696,與,ADP
7697,安,ADV
7698,見,VERB
7699,方,NOUN
7700,六七十,NUM
7701,如,ADP
7702,五六十,NUM
7703,而,CCONJ
7704,非,ADV
7705,邦,NOUN
7706,也,PART
7707,者,PART
7708,唯,ADV
7709,赤,PROPN
7710,非,ADV
7711,邦,NOUN
7712,也,PART
7713,與,ADP
7714,宗,NOUN
7715,廟,NOUN
7716,會,VERB
7717,同,VERB
7718,非,ADV
7719,諸,NOUN
7720,侯,NOUN
7721,而,CCONJ
7722,何,ADV
7723,赤,NOUN
7724,也,PART
7725,為,ADP
7726,之,PRON
7727,小,VERB
7728,孰,PRON
7729,能,AUX
7730,為,VERB
7731,之,PRON
7732,大,VERB
7733,顏,PROPN
7734,淵,PROPN
7735,第,NOUN
7736,十二,NUM
7737,顏,PROPN
7738,淵,PROPN
7739,問,VERB
7740,仁子,PROPN
7741,曰,VERB
7742,克,VERB
7743,己,PRON
7744,復,VERB
7745,禮,NOUN
7746,為,VERB
7747,仁,NOUN
7748,一,NUM
7749,日,NOUN
7750,克,VERB
7751,己,PRON
7752,復,VERB
7753,禮,NOUN
7754,天,NOUN
7755,下,NOUN
7756,歸,VERB
7757,仁,NOUN
7758,焉,PART
7759,為,VERB
7760,仁,NOUN
7761,由,VERB
7762,己,PRON
7763,而,CCONJ
7764,由,VERB
7765,仁,NOUN
7766,乎,PART
7767,哉,PART
7768,顏,PROPN
7769,淵,PROPN
7770,曰,VERB
7771,請,VERB
7772,問,VERB
7773,其,PRON
7774,目,NOUN
7775,子,NOUN
7776,曰,VERB
7777,非,ADV
7778,禮,NOUN
7779,勿,ADV
7780,視,VERB
7781,非,ADV
7782,禮,NOUN
7783,勿,ADV
7784,聽,VERB
7785,非,ADV
7786,禮,NOUN
7787,勿,ADV
7788,言,VERB
7789,非,ADV
7790,禮,NOUN
7791,勿,ADV
7792,動,VERB
7793,顏,PROPN
7794,淵,PROPN
7795,曰,VERB
7796,回,PROPN
7797,雖,ADV
7798,不,ADV
7799,敏,VERB
7800,請,VERB
7801,事,VERB
7802,斯,PRON
7803,語,NOUN
7804,矣,PART
7805,仲弓,PROPN
7806,問,VERB
7807,仁,NOUN
7808,子,NOUN
7809,曰,VERB
7810,出,VERB
7811,門,NOUN
7812,如,VERB
7813,見,VERB
7814,大,VERB
7815,賓,NOUN
7816,使,VERB
7817,民,NOUN
7818,如,VERB
7819,承,VERB
7820,大,VERB
7821,祭,VERB
7822,己,PRON
7823,所,PART
7824,不,ADV
7825,欲,VERB
7826,勿,ADV
7827,施,VERB
7828,於,ADP
7829,人,NOUN
7830,在,VERB
7831,邦,NOUN
7832,無,VERB
7833,怨,NOUN
7834,在,VERB
7835,家,NOUN
7836,無,VERB
7837,怨,NOUN
7838,仲弓,PROPN
7839,曰,VERB
7840,雍,PROPN
7841,雖,ADV
7842,不,ADV
7843,敏,VERB
7844,請,VERB
7845,事,VERB
7846,斯,PRON
7847,語,NOUN
7848,矣,PART
7849,司馬,PROPN
7850,牛,PROPN
7851,問,VERB
7852,仁,NOUN
7853,子,NOUN
7854,曰,VERB
7855,仁,VERB
7856,者,PART
7857,其,PRON
7858,言,NOUN
7859,也,PART
7860,訒,PROPN
7861,曰,VERB
7862,斯,PRON
7863,言,NOUN
7864,也,PART
7865,訒,NOUN
7866,其,PRON
7867,謂,VERB
7868,之,PRON
7869,仁,NOUN
7870,矣,PART
7871,乎,PART
7872,子,NOUN
7873,曰,VERB
7874,為,ADP
7875,之,PRON
7876,難,ADV
7877,言,VERB
7878,之,SCONJ
7879,得,VERB
7880,無,VERB
7881,訒,NOUN
7882,乎,PART
7883,司馬,PROPN
7884,牛,PROPN
7885,問,VERB
7886,君,NOUN
7887,子子,PROPN
7888,曰,VERB
7889,君子,NOUN
7890,不,ADV
7891,憂,VERB
7892,不,ADV
7893,懼,VERB
7894,曰,VERB
7895,不,ADV
7896,憂,VERB
7897,不,ADV
7898,懼,VERB
7899,斯,PRON
7900,謂,VERB
7901,之,PRON
7902,君子,NOUN
7903,矣,PART
7904,乎,PART
7905,子,NOUN
7906,曰,VERB
7907,內,NOUN
7908,省,VERB
7909,不,ADV
7910,疚,VERB
7911,夫,PART
7912,何,ADV
7913,憂,VERB
7914,何,ADV
7915,懼,VERB
7916,司馬,PROPN
7917,牛,PROPN
7918,憂,VERB
7919,曰,VERB
7920,人,NOUN
7921,皆,ADV
7922,有,VERB
7923,兄,NOUN
7924,弟,NOUN
7925,我,PRON
7926,獨,ADV
7927,亡,VERB
7928,子夏,PROPN
7929,曰,VERB
7930,商,PROPN
7931,聞,VERB
7932,之,PRON
7933,矣,PART
7934,死,VERB
7935,生,NOUN
7936,有,VERB
7937,命,NOUN
7938,富,VERB
7939,貴,VERB
7940,在,VERB
7941,天,NOUN
7942,君子,NOUN
7943,敬,VERB
7944,而,CCONJ
7945,無,VERB
7946,失,VERB
7947,與,ADP
7948,人,NOUN
7949,恭,VERB
7950,而,CCONJ
7951,有,VERB
7952,禮,NOUN
7953,四,NUM
7954,海,NOUN
7955,之,SCONJ
7956,內,NOUN
7957,皆,ADV
7958,兄,NOUN
7959,弟,NOUN
7960,也,PART
7961,君子,NOUN
7962,何,ADV
7963,患,VERB
7964,乎,PART
7965,無,VERB
7966,兄,NOUN
7967,弟,NOUN
7968,也,PART
7969,子張,PROPN
7970,問,VERB
7971,明子,PROPN
7972,曰,VERB
7973,浸,VERB
7974,潤,VERB
7975,之,SCONJ
7976,譖,VERB
7977,膚,NOUN
7978,受,VERB
7979,之,PRON
7980,愬,VERB
7981,不,ADV
7982,行,VERB
7983,焉,PART
7984,可,AUX
7985,謂,VERB
7986,明,VERB
7987,也,PART
7988,已,PART
7989,矣,PART
7990,浸,VERB
7991,潤,VERB
7992,之,SCONJ
7993,譖,VERB
7994,膚,NOUN
7995,受,VERB
7996,之,PRON
7997,愬,VERB
7998,不,ADV
7999,行,VERB
8000,焉,PART
8001,可,AUX
8002,謂,VERB
8003,遠,VERB
8004,也,PART
8005,已,PART
8006,矣,PART
8007,子貢,PROPN
8008,問,VERB
8009,政,NOUN
8010,子,NOUN
8011,曰,VERB
8012,足,NOUN
8013,食,VERB
8014,足,VERB
8015,兵,NOUN
8016,民,NOUN
8017,信,VERB
8018,之,PRON
8019,矣,PART
8020,子貢,PROPN
8021,曰,VERB
8022,必,ADV
8023,不,ADV
8024,得,VERB
8025,已,VERB
8026,而,CCONJ
8027,去,VERB
8028,於,ADP
8029,斯,PRON
8030,三,NUM
8031,者,PART
8032,何,PRON
8033,先,VERB
8034,曰,VERB
8035,去,VERB
8036,兵,NOUN
8037,子貢,PROPN
8038,曰,VERB
8039,必,ADV
8040,不,ADV
8041,得,VERB
8042,已,VERB
8043,而,CCONJ
8044,去,VERB
8045,於,ADP
8046,斯,PRON
8047,二,NUM
8048,者,PART
8049,何,PRON
8050,先,VERB
8051,曰,VERB
8052,去,VERB
8053,食,NOUN
8054,自,ADP
8055,古,NOUN
8056,皆,ADV
8057,有,VERB
8058,死,VERB
8059,民,NOUN
8060,無,VERB
8061,信,NOUN
8062,不,ADV
8063,立,VERB
8064,棘子,PROPN
8065,成,PROPN
8066,曰,VERB
8067,君子,NOUN
8068,質,VERB
8069,而,PART
8070,已,PART
8071,矣,PART
8072,何,PRON
8073,以,VERB
8074,文,NOUN
8075,為,VERB
8076,子貢,PROPN
8077,曰,VERB
8078,惜,VERB
8079,乎,PART
8080,夫子,NOUN
8081,之,SCONJ
8082,說,VERB
8083,君子,NOUN
8084,也,PART
8085,駟,NOUN
8086,不,ADV
8087,及,VERB
8088,舌,NOUN
8089,文,NOUN
8090,猶,VERB
8091,質,VERB
8092,也,PART
8093,質,NOUN
8094,猶,VERB
8095,文,VERB
8096,也,PART
8097,虎,NOUN
8098,豹,NOUN
8099,之,SCONJ
8100,鞹,NOUN
8101,猶,VERB
8102,犬,NOUN
8103,羊,NOUN
8104,之,SCONJ
8105,鞹,NOUN
8106,哀,PROPN
8107,公,NOUN
8108,問,VERB
8109,於,ADP
8110,有若,PROPN
8111,曰,VERB
8112,年,NOUN
8113,饑,VERB
8114,用,VERB
8115,不,ADV
8116,足,AUX
8117,如,VERB
8118,之,PRON
8119,何,PRON
8120,有若,PROPN
8121,對,ADV
8122,曰,VERB
8123,盍,ADV
8124,徹,VERB
8125,乎,PART
8126,曰,VERB
8127,二,NUM
8128,吾,PRON
8129,猶,ADV
8130,不,ADV
8131,足,AUX
8132,如,VERB
8133,之,PRON
8134,何,PRON
8135,其,PRON
8136,徹,VERB
8137,也,PART
8138,對,VERB
8139,曰,VERB
8140,百,NUM
8141,姓,NOUN
8142,足,VERB
8143,君,NOUN
8144,孰,PRON
8145,不,ADV
8146,足,VERB
8147,百,NUM
8148,姓,NOUN
8149,不,ADV
8150,足,VERB
8151,君,NOUN
8152,孰,PRON
8153,與,ADP
8154,足,NOUN
8155,子張,PROPN
8156,問,VERB
8157,崇,VERB
8158,德,NOUN
8159,辨,VERB
8160,惑,VERB
8161,子,NOUN
8162,曰,VERB
8163,主,NOUN
8164,忠,NOUN
8165,信,VERB
8166,徒,ADV
8167,義,NOUN
8168,崇,VERB
8169,德,NOUN
8170,也,PART
8171,愛,VERB
8172,之,PRON
8173,欲,VERB
8174,其,PRON
8175,生,NOUN
8176,惡,VERB
8177,之,PRON
8178,欲,VERB
8179,其,PRON
8180,死,VERB
8181,既,ADV
8182,欲,VERB
8183,其,PRON
8184,生,NOUN
8185,又,ADV
8186,欲,VERB
8187,其,PRON
8188,死,VERB
8189,是,PRON
8190,惑,VERB
8191,也,PART
8192,誠,ADV
8193,不,ADV
8194,以,VERB
8195,富,VERB
8196,亦,ADV
8197,祇,ADV
8198,以,ADV
8199,異,VERB
8200,齊,PROPN
8201,景,PROPN
8202,公,NOUN
8203,問,VERB
8204,政,NOUN
8205,於,ADP
8206,孔子,PROPN
8207,孔子,PROPN
8208,對,ADV
8209,曰,VERB
8210,君,NOUN
8211,君,NOUN
8212,臣,NOUN
8213,臣,NOUN
8214,父,NOUN
8215,父,NOUN
8216,子,NOUN
8217,子,NOUN
8218,公,NOUN
8219,曰,VERB
8220,善,VERB
8221,哉,PART
8222,信,NOUN
8223,如,VERB
8224,君,NOUN
8225,不,ADV
8226,君,NOUN
8227,臣,NOUN
8228,不,ADV
8229,臣,VERB
8230,父,NOUN
8231,不,ADV
8232,父,NOUN
8233,子,NOUN
8234,不,ADV
8235,子,VERB
8236,雖,ADV
8237,有,VERB
8238,粟,NOUN
8239,吾,PRON
8240,得,VERB
8241,而,CCONJ
8242,食,VERB
8243,諸,PRON
8244,子,NOUN
8245,曰,VERB
8246,片,VERB
8247,言,NOUN
8248,可,AUX
8249,以,VERB
8250,折,VERB
8251,獄,NOUN
8252,者,PART
8253,其,PRON
8254,由,PROPN
8255,也,PART
8256,與,PART
8257,子路,PROPN
8258,無,VERB
8259,宿,VERB
8260,諾,VERB
8261,子,NOUN
8262,曰,VERB
8263,聽,VERB
8264,訟,VERB
8265,吾,PRON
8266,猶,VERB
8267,人,NOUN
8268,也,PART
8269,必,ADV
8270,也,PART
8271,使,VERB
8272,無,VERB
8273,訟,VERB
8274,乎,PART
8275,子張,PROPN
8276,問,VERB
8277,政,NOUN
8278,子,NOUN
8279,曰,VERB
8280,居,VERB
8281,之,PRON
8282,無,VERB
8283,倦,VERB
8284,行,VERB
8285,之,PRON
8286,以,VERB
8287,忠,NOUN
8288,子,NOUN
8289,曰,VERB
8290,博,ADV
8291,學,VERB
8292,於,ADP
8293,文,NOUN
8294,約,VERB
8295,之,PRON
8296,以,VERB
8297,禮,NOUN
8298,亦,ADV
8299,可,AUX
8300,以,VERB
8301,弗,ADV
8302,畔,VERB
8303,矣,PART
8304,夫,PART
8305,子,NOUN
8306,曰,VERB
8307,君子,NOUN
8308,成,VERB
8309,人,NOUN
8310,之,SCONJ
8311,美,NOUN
8312,不,ADV
8313,成,VERB
8314,人,NOUN
8315,之,SCONJ
8316,惡,NOUN
8317,小,VERB
8318,人,NOUN
8319,反,VERB
8320,是,PRON
8321,季,PROPN
8322,康子,PROPN
8323,問,VERB
8324,政,NOUN
8325,於,ADP
8326,孔子,PROPN
8327,孔子,PROPN
8328,對,ADV
8329,曰,VERB
8330,政,NOUN
8331,者,PART
8332,正,VERB
8333,也,PART
8334,子,NOUN
8335,帥,VERB
8336,以,ADV
8337,正,VERB
8338,孰,PRON
8339,敢,AUX
8340,不,ADV
8341,正,VERB
8342,季,PROPN
8343,康子,PROPN
8344,患,VERB
8345,盜,NOUN
8346,問,VERB
8347,於,ADP
8348,孔子,PROPN
8349,孔子,PROPN
8350,對,ADV
8351,曰,VERB
8352,苟,ADV
8353,子,PRON
8354,之,SCONJ
8355,不,ADV
8356,欲,VERB
8357,雖,ADV
8358,賞,VERB
8359,之,PRON
8360,不,ADV
8361,竊,VERB
8362,季,PROPN
8363,康子,PROPN
8364,問,VERB
8365,政,NOUN
8366,於,ADP
8367,孔子,PROPN
8368,曰,VERB
8369,如,VERB
8370,殺,VERB
8371,無,VERB
8372,道,NOUN
8373,以,ADV
8374,就,VERB
8375,有,VERB
8376,道,NOUN
8377,何,PRON
8378,如,VERB
8379,孔子,PROPN
8380,對,ADV
8381,曰,VERB
8382,子,PRON
8383,為,VERB
8384,政,NOUN
8385,焉,PART
8386,用,VERB
8387,殺,VERB
8388,子,PRON
8389,欲,AUX
8390,善,VERB
8391,而,CCONJ
8392,民,NOUN
8393,善,VERB
8394,矣,PART
8395,君子,NOUN
8396,之,SCONJ
8397,德,NOUN
8398,風,NOUN
8399,小,VERB
8400,人,NOUN
8401,之,SCONJ
8402,德,NOUN
8403,草,NOUN
8404,草,NOUN
8405,上,NOUN
8406,之,SCONJ
8407,風,NOUN
8408,必,ADV
8409,偃,VERB
8410,子張,PROPN
8411,問,VERB
8412,士,NOUN
8413,何,PRON
8414,如,VERB
8415,斯,ADV
8416,可,AUX
8417,謂,VERB
8418,之,PRON
8419,達,VERB
8420,矣,PART
8421,子,NOUN
8422,曰,VERB
8423,何,PRON
8424,哉,PART
8425,爾,PRON
8426,所,PART
8427,謂,VERB
8428,達,VERB
8429,者,PART
8430,子張,PROPN
8431,對,ADV
8432,曰,VERB
8433,在,VERB
8434,邦,NOUN
8435,必,ADV
8436,聞,VERB
8437,在,VERB
8438,家,NOUN
8439,必,ADV
8440,聞,VERB
8441,子,NOUN
8442,曰,VERB
8443,是,PRON
8444,聞,VERB
8445,也,PART
8446,非,ADV
8447,達,VERB
8448,也,PART
8449,夫,PART
8450,達,VERB
8451,也,PART
8452,者,PART
8453,質,NOUN
8454,直,VERB
8455,而,CCONJ
8456,好,VERB
8457,義,NOUN
8458,察,VERB
8459,言,NOUN
8460,而,CCONJ
8461,觀,VERB
8462,色,NOUN
8463,慮,VERB
8464,以,VERB
8465,下,NOUN
8466,人,NOUN
8467,在,VERB
8468,邦,NOUN
8469,必,ADV
8470,達,VERB
8471,在,VERB
8472,家,NOUN
8473,必,ADV
8474,達,VERB
8475,夫,PART
8476,聞,VERB
8477,也,PART
8478,者,PART
8479,色,NOUN
8480,取,VERB
8481,仁,NOUN
8482,而,CCONJ
8483,行,VERB
8484,違,VERB
8485,居,VERB
8486,之,SCONJ
8487,不,ADV
8488,疑,VERB
8489,在,VERB
8490,邦,NOUN
8491,必,ADV
8492,聞,VERB
8493,在,VERB
8494,家,NOUN
8495,必,ADV
8496,聞,VERB
8497,樊,PROPN
8498,遲,PROPN
8499,從,VERB
8500,遊,VERB
8501,於,ADP
8502,舞,VERB
8503,雩,NOUN
8504,之,SCONJ
8505,下,NOUN
8506,曰,VERB
8507,敢,AUX
8508,問,VERB
8509,崇,VERB
8510,德,NOUN
8511,脩,VERB
8512,慝,VERB
8513,辨,VERB
8514,惑,VERB
8515,子,NOUN
8516,曰,VERB
8517,善,VERB
8518,哉,PART
8519,問,VERB
8520,先,NOUN
8521,事,NOUN
8522,後,NOUN
8523,得,VERB
8524,非,ADV
8525,崇,VERB
8526,德,NOUN
8527,與,ADP
8528,攻,VERB
8529,其,PRON
8530,惡,NOUN
8531,無,VERB
8532,攻,VERB
8533,人,NOUN
8534,之,SCONJ
8535,惡,NOUN
8536,非,ADV
8537,脩,VERB
8538,慝,NOUN
8539,與,ADP
8540,一,NUM
8541,朝,NOUN
8542,之,SCONJ
8543,忿,NOUN
8544,忘,VERB
8545,其,PRON
8546,身,NOUN
8547,以,ADV
8548,及,VERB
8549,其,PRON
8550,親,NOUN
8551,非,ADV
8552,惑,VERB
8553,與,PART
8554,樊,PROPN
8555,遲,PROPN
8556,問,VERB
8557,仁,NOUN
8558,子,NOUN
8559,曰,VERB
8560,愛,VERB
8561,人,NOUN
8562,問,VERB
8563,知,VERB
8564,子,NOUN
8565,曰,VERB
8566,知,VERB
8567,人,NOUN
8568,樊,VERB
8569,遲,VERB
8570,未,ADV
8571,達,VERB
8572,子,NOUN
8573,曰,VERB
8574,舉,VERB
8575,直,VERB
8576,錯,VERB
8577,諸,NOUN
8578,枉,VERB
8579,能,AUX
8580,使,VERB
8581,枉,VERB
8582,者,PART
8583,直,VERB
8584,樊,PROPN
8585,遲,PROPN
8586,退,VERB
8587,見,VERB
8588,子夏,PROPN
8589,曰,VERB
8590,鄉,NOUN
8591,也,PART
8592,吾,PRON
8593,見,VERB
8594,於,ADP
8595,夫子,NOUN
8596,而,CCONJ
8597,問,VERB
8598,子,NOUN
8599,曰,VERB
8600,舉,VERB
8601,直,VERB
8602,錯,VERB
8603,諸,NOUN
8604,枉,VERB
8605,能,AUX
8606,使,VERB
8607,枉,VERB
8608,者,PART
8609,直,VERB
8610,何,PRON
8611,謂,VERB
8612,也,PART
8613,子夏,PROPN
8614,曰,VERB
8615,富,VERB
8616,哉,PART
8617,言,NOUN
8618,乎,PART
8619,舜,PROPN
8620,有,VERB
8621,天,NOUN
8622,下,NOUN
8623,選,VERB
8624,於,ADP
8625,眾,NOUN
8626,舉,VERB
8627,皋陶,PROPN
8628,不,ADV
8629,仁,VERB
8630,者,PART
8631,遠,VERB
8632,矣,PART
8633,湯,PROPN
8634,有,VERB
8635,天,NOUN
8636,下,NOUN
8637,選,VERB
8638,於,ADP
8639,眾,NOUN
8640,舉,VERB
8641,伊,PROPN
8642,尹,PROPN
8643,不,ADV
8644,仁,VERB
8645,者,PART
8646,遠,VERB
8647,矣,PART
8648,子貢,PROPN
8649,問,VERB
8650,友子,PROPN
8651,曰,VERB
8652,忠,NOUN
8653,告,VERB
8654,而,CCONJ
8655,善,VERB
8656,道,NOUN
8657,之,SCONJ
8658,不,ADV
8659,可,VERB
8660,則,ADV
8661,止,VERB
8662,毋,ADV
8663,自,PRON
8664,辱,VERB
8665,焉,PART
8666,曾子,PROPN
8667,曰,VERB
8668,君子,NOUN
8669,以,VERB
8670,文,NOUN
8671,會,VERB
8672,友,NOUN
8673,以,VERB
8674,友,VERB
8675,輔,VERB
8676,仁,NOUN
8677,子路,PROPN
8678,第,NOUN
8679,十三,NUM
8680,子路,PROPN
8681,問,VERB
8682,政,NOUN
8683,子,NOUN
8684,曰,VERB
8685,先,VERB
8686,之,PRON
8687,勞,VERB
8688,之,PRON
8689,請,VERB
8690,益,VERB
8691,曰,VERB
8692,無,VERB
8693,倦,VERB
8694,仲弓,PROPN
8695,為,AUX
8696,季,PROPN
8697,氏,NOUN
8698,宰,NOUN
8699,問,VERB
8700,政,NOUN
8701,子,NOUN
8702,曰,VERB
8703,先,VERB
8704,有,VERB
8705,司,NOUN
8706,赦,VERB
8707,小,VERB
8708,過,NOUN
8709,舉,VERB
8710,賢,VERB
8711,才,NOUN
8712,曰,VERB
8713,焉,PART
8714,知,VERB
8715,賢,VERB
8716,才,NOUN
8717,而,CCONJ
8718,舉,VERB
8719,之,PRON
8720,曰,VERB
8721,舉,VERB
8722,爾,PRON
8723,所,PART
8724,不,ADV
8725,知,VERB
8726,人,NOUN
8727,其,PART
8728,舍,VERB
8729,諸,PRON
8730,子路,PROPN
8731,曰,VERB
8732,衛,PROPN
8733,君,NOUN
8734,待,VERB
8735,子,PRON
8736,而,CCONJ
8737,為,VERB
8738,政,NOUN
8739,子,NOUN
8740,將,ADV
8741,奚,ADV
8742,先,NOUN
8743,子,NOUN
8744,曰,VERB
8745,必,ADV
8746,也,PART
8747,正,VERB
8748,名,NOUN
8749,乎,PART
8750,子路,PROPN
8751,曰,VERB
8752,有,VERB
8753,是,PRON
8754,哉,PART
8755,子,PRON
8756,之,SCONJ
8757,迂,VERB
8758,也,PART
8759,奚,ADV
8760,其,PRON
8761,正,VERB
8762,子,NOUN
8763,曰,VERB
8764,野,NOUN
8765,哉,PART
8766,由,PROPN
8767,也,PART
8768,君子,NOUN
8769,於,ADP
8770,其,PRON
8771,所,PART
8772,不,ADV
8773,知,VERB
8774,蓋,PART
8775,闕,VERB
8776,如,PART
8777,也,PART
8778,名,NOUN
8779,不,ADV
8780,正,VERB
8781,則,ADV
8782,言,NOUN
8783,不,ADV
8784,順,VERB
8785,言,NOUN
8786,不,ADV
8787,順,VERB
8788,則,ADV
8789,事,NOUN
8790,不,ADV
8791,成,VERB
8792,事,NOUN
8793,不,ADV
8794,成,VERB
8795,則,ADV
8796,禮,NOUN
8797,樂,NOUN
8798,不,ADV
8799,興,VERB
8800,禮,NOUN
8801,樂,NOUN
8802,不,ADV
8803,興,VERB
8804,則,ADV
8805,刑,NOUN
8806,罰,NOUN
8807,不,ADV
8808,中,VERB
8809,刑,NOUN
8810,罰,NOUN
8811,不,ADV
8812,中,VERB
8813,則,ADV
8814,民,NOUN
8815,無,VERB
8816,所,PART
8817,措,VERB
8818,手,NOUN
8819,足,NOUN
8820,故,ADV
8821,君子,NOUN
8822,名,VERB
8823,之,PRON
8824,必,ADV
8825,可,AUX
8826,言,VERB
8827,也,PART
8828,言,VERB
8829,之,PRON
8830,必,ADV
8831,可,AUX
8832,行,VERB
8833,也,PART
8834,君子,NOUN
8835,於,ADP
8836,其,PRON
8837,言,NOUN
8838,無,VERB
8839,所,PART
8840,茍,VERB
8841,而,PART
8842,已,PART
8843,矣,PART
8844,樊,PROPN
8845,遲,PROPN
8846,請,VERB
8847,學,VERB
8848,稼,VERB
8849,子,NOUN
8850,曰,VERB
8851,吾,PRON
8852,不,ADV
8853,如,VERB
8854,老,VERB
8855,農,NOUN
8856,請,VERB
8857,學,VERB
8858,為,AUX
8859,圃,NOUN
8860,曰,VERB
8861,吾,PRON
8862,不,ADV
8863,如,VERB
8864,老,VERB
8865,圃,NOUN
8866,樊,PROPN
8867,遲,PROPN
8868,出,VERB
8869,子,NOUN
8870,曰,VERB
8871,小,VERB
8872,人,NOUN
8873,哉,PART
8874,樊,PROPN
8875,須,PROPN
8876,也,PART
8877,上,NOUN
8878,好,VERB
8879,禮,NOUN
8880,則,ADV
8881,民,NOUN
8882,莫,ADV
8883,敢,AUX
8884,不,ADV
8885,敬,VERB
8886,上,NOUN
8887,好,VERB
8888,義,NOUN
8889,則,ADV
8890,民,NOUN
8891,莫,ADV
8892,敢,AUX
8893,不,ADV
8894,服,VERB
8895,上,NOUN
8896,好,VERB
8897,信,VERB
8898,則,ADV
8899,民,NOUN
8900,莫,ADV
8901,敢,AUX
8902,不,ADV
8903,用,VERB
8904,情,NOUN
8905,夫,PART
8906,如,VERB
8907,是,PRON
8908,則,ADV
8909,四,NUM
8910,方,NOUN
8911,之,SCONJ
8912,民,NOUN
8913,襁,VERB
8914,負,VERB
8915,其,PRON
8916,子,NOUN
8917,而,CCONJ
8918,至,VERB
8919,矣,PART
8920,焉,ADV
8921,用,VERB
8922,稼,VERB
8923,子,NOUN
8924,曰,VERB
8925,誦,VERB
8926,詩,NOUN
8927,三百,NUM
8928,授,VERB
8929,之,PRON
8930,以,VERB
8931,政,NOUN
8932,不,ADV
8933,達,VERB
8934,使,VERB
8935,於,ADP
8936,四,NUM
8937,方,NOUN
8938,不,ADV
8939,能,AUX
8940,專,VERB
8941,對,VERB
8942,雖,ADV
8943,多,VERB
8944,亦,ADV
8945,奚,PRON
8946,以,VERB
8947,為,VERB
8948,子,NOUN
8949,曰,VERB
8950,其,PRON
8951,身,NOUN
8952,正,VERB
8953,不,ADV
8954,令,VERB
8955,而,CCONJ
8956,行,VERB
8957,其,PRON
8958,身,NOUN
8959,不,ADV
8960,正,VERB
8961,雖,ADV
