,TOKEN,POS
79883,必,ADV
79884,亡,VERB
79885,大,VERB
79886,国,NOUN
79887,行,VERB
79888,礼,NOUN
79889,焉,PART
79890,而,CCONJ
79891,不,ADV
79892,服,VERB
79893,在,VERB
79894,大,VERB
79895,犹,NOUN
79896,有,VERB
79897,咎,VERB
79898,而,CCONJ
79899,况,VERB
79900,小,VERB
79901,乎,PART
79902,夏,PROPN
79903,楚,PROPN
79904,彭,PROPN
79905,名,NOUN
79906,侵,VERB
79907,陈,NOUN
79908,陈,NOUN
79909,无,NOUN
79910,礼,NOUN
79911,故,NOUN
79912,也,PART
79913,穆,PROPN
79914,叔,NOUN
79915,如,VERB
79916,晋,PROPN
79917,报,PROPN
79918,知,PROPN
79919,武子,PROPN
79920,之,SCONJ
79921,聘,VERB
79922,也,PART
79923,晋,PROPN
79924,侯,NOUN
79925,享,VERB
79926,之,PRON
79927,金,PROPN
79928,奏,VERB
79929,《,NOUN
79930,肆,NOUN
79931,夏,PROPN
79932,》,NOUN
79933,之,SCONJ
79934,三,NUM
79935,不,ADV
79936,拜,VERB
79937,工,NOUN
79938,歌,NOUN
79939,《,NOUN
79940,文,PROPN
79941,王,NOUN
79942,》,VERB
79943,之,PRON
79944,三,NUM
79945,又,ADV
79946,不,ADV
79947,拜,VERB
79948,歌,NOUN
79949,《,NOUN
79950,鹿,NOUN
79951,鸣,NOUN
79952,》,NOUN
79953,之,SCONJ
79954,三三,NUM
79955,拜,VERB
79956,韩,NOUN
79957,献,NOUN
79958,子,NOUN
79959,使,NOUN
79960,行,VERB
79961,人,NOUN
79962,子,NOUN
79963,员,PROPN
79964,问,VERB
79965,之,PRON
79966,曰,VERB
79967,子,PRON
79968,以,VERB
79969,君,NOUN
79970,命,NOUN
79971,辱,VERB
79972,于,ADP
79973,敝,VERB
79974,邑,NOUN
79975,先,NOUN
79976,君,NOUN
79977,之,SCONJ
79978,礼,NOUN
79979,藉,VERB
79980,之,PRON
79981,以,VERB
79982,乐,NOUN
79983,以,ADV
79984,辱,VERB
79985,吾,PRON
79986,子,NOUN
79987,吾,PRON
79988,子,NOUN
79989,舍,VERB
79990,其,PRON
79991,大,VERB
79992,而,CCONJ
79993,重,ADV
79994,拜,VERB
79995,其,PRON
79996,细,NOUN
79997,敢,AUX
79998,问,VERB
79999,何,ADV
80000,礼,VERB
80001,也,PART
80002,对,PROPN
80003,曰,VERB
80004,三,NUM
80005,《,NOUN
80006,夏,NOUN
80007,》,NOUN
80008,天,NOUN
80009,子,NOUN
80010,所,PART
80011,以,ADV
80012,享,VERB
80013,元,PROPN
80014,侯,NOUN
80015,也,PART
80016,使,VERB
80017,臣,NOUN
80018,弗,ADV
80019,敢,AUX
80020,与,VERB
80021,闻,NOUN
80022,《,NOUN
80023,文,PROPN
80024,王,NOUN
80025,》,NOUN
80026,两,NOUN
80027,君,NOUN
80028,相,NOUN
80029,见,VERB
80030,之,SCONJ
80031,乐,NOUN
80032,也,PART
80033,使,VERB
80034,臣,NOUN
80035,不,ADV
80036,敢,AUX
80037,及,VERB
80038,《,NOUN
80039,鹿,NOUN
80040,鸣,NOUN
80041,》,NOUN
80042,君,NOUN
80043,所,PART
80044,以,ADV
80045,嘉,VERB
80046,寡,VERB
80047,君,NOUN
80048,也,PART
80049,敢,AUX
80050,不,ADV
80051,拜,VERB
80052,嘉,VERB
80053,《,NOUN
80054,四,NUM
80055,牡,NOUN
80056,》,NOUN
80057,君,NOUN
80058,所,PART
80059,以,ADV
80060,劳,VERB
80061,使,VERB
80062,臣,NOUN
80063,也,PART
80064,敢,AUX
80065,不,ADV
80066,重,VERB
80067,拜,VERB
80068,《,NOUN
80069,皇,VERB
80070,皇,VERB
80071,者,PART
80072,华》,PROPN
80073,君,NOUN
80074,教,VERB
80075,使,VERB
80076,臣,NOUN
80077,曰,VERB
80078,‘,NOUN
80079,必,ADV
80080,咨,VERB
80081,于,ADP
80082,周,PROPN
80083,’,NOUN
80084,臣,NOUN
80085,闻,VERB
80086,之,PRON
80087,‘,NOUN
80088,访,NOUN
80089,问,VERB
80090,于,ADP
80091,善,NOUN
80092,为,PART
80093,咨,INTJ
80094,咨,INTJ
80095,亲,NOUN
80096,为,PRON
80097,询,NOUN
80098,咨,INTJ
80099,礼,VERB
80100,为,PRON
80101,度,VERB
80102,咨,INTJ
80103,事,NOUN
80104,为,VERB
80105,诹,NOUN
80106,咨,INTJ
80107,难,VERB
80108,为,VERB
80109,谋,NOUN
80110,‘,NOUN
80111,臣,NOUN
80112,获,NOUN
80113,五,NUM
80114,善,ADV
80115,敢,AUX
80116,不,ADV
80117,重,ADV
80118,拜,VERB
80119,秋,NOUN
80120,定姒,PROPN
80121,薨,VERB
80122,不,ADV
80123,殡,VERB
80124,于,ADP
80125,庙,NOUN
80126,无,NOUN
80127,榇,NOUN
80128,不,ADV
80129,虞,VERB
80130,匠,NOUN
80131,庆,NOUN
80132,谓,NOUN
80133,季,PROPN
80134,文子,PROPN
80135,曰,VERB
80136,子,PRON
80137,为,ADV
80138,正,VERB
80139,卿,NOUN
80140,而,CCONJ
80141,小,VERB
80142,君,NOUN
80143,之,SCONJ
80144,丧,NOUN
80145,不,ADV
80146,成,VERB
80147,不,ADV
80148,终,VERB
80149,君,NOUN
80150,也,PART
80151,君,NOUN
80152,长,VERB
80153,谁,NOUN
80154,受,VERB
80155,其,PRON
80156,咎,VERB
80157,初,NOUN
80158,季,PROPN
80159,孙,PROPN
80160,为,VERB
80161,己,PRON
80162,树,VERB
80163,六,NUM
80164,槚,NOUN
80165,于,ADP
80166,蒲圃,PROPN
80167,东,NOUN
80168,门,NOUN
80169,之,SCONJ
80170,外,NOUN
80171,匠,NOUN
80172,庆,NOUN
80173,请,NOUN
80174,木,NOUN
80175,季,PROPN
80176,孙,PROPN
80177,曰,VERB
80178,略,VERB
80179,匠,NOUN
80180,庆,NOUN
80181,用,VERB
80182,蒲圃,PROPN
80183,之,SCONJ
80184,槚,NOUN
80185,季,PROPN
80186,孙,PROPN
80187,不,ADV
80188,御,VERB
80189,君子,NOUN
80190,曰,VERB
80191,《,NOUN
80192,志,NOUN
80193,》,NOUN
80194,所,PART
80195,谓,VERB
80196,‘,NOUN
80197,多,VERB
80198,行,VERB
80199,无,NOUN
80200,礼,NOUN
80201,必,ADV
80202,自,PRON
80203,及,VERB
80204,也,PART
80205,’,NOUN
80206,其,PRON
80207,是,PRON
80208,之,PRON
80209,谓,VERB
80210,乎,PART
80211,冬,NOUN
80212,公,NOUN
80213,如,VERB
80214,晋,PROPN
80215,听,NOUN
80216,政,NOUN
80217,晋,PROPN
80218,侯,NOUN
80219,享,VERB
80220,公,NOUN
80221,公,NOUN
80222,请,VERB
80223,属,NOUN
80224,鄫,NOUN
80225,晋,PROPN
80226,侯,NOUN
80227,不,ADV
80228,许,VERB
80229,孟,PROPN
80230,献子,PROPN
80231,曰,VERB
80232,以,VERB
80233,寡,VERB
80234,君,NOUN
80235,之,SCONJ
80236,密,VERB
80237,迩,NOUN
80238,于,ADP
80239,仇,VERB
80240,雠,NOUN
80241,而,CCONJ
80242,愿,VERB
80243,固,ADV
80244,事,VERB
80245,君,NOUN
80246,无,NOUN
80247,失,VERB
80248,官,NOUN
80249,命,NOUN
80250,鄫,NOUN
80251,无,NOUN
80252,赋,NOUN
80253,于,ADP
80254,司,NOUN
80255,马,NOUN
80256,为,ADV
80257,执,NOUN
80258,事,NOUN
80259,朝,NOUN
80260,夕,NOUN
80261,之,SCONJ
80262,命,NOUN
80263,敝,VERB
80264,邑,NOUN
80265,敝,VERB
80266,邑,NOUN
80267,褊,VERB
80268,小,VERB
80269,阙,NOUN
80270,而,CCONJ
80271,为,ADV
80272,罪,VERB
80273,寡,VERB
80274,君,NOUN
80275,是,PRON
80276,以,VERB
80277,愿,VERB
80278,借,VERB
80279,助,VERB
80280,焉,PART
80281,晋,PROPN
80282,侯,NOUN
80283,许,VERB
80284,之,PRON
80285,楚,PROPN
80286,人,NOUN
80287,使,VERB
80288,顿,PROPN
80289,间,PROPN
80290,陈,VERB
80291,而,CCONJ
80292,侵,VERB
80293,伐,VERB
80294,之,PRON
80295,故,ADV
80296,陈,NOUN
80297,人,NOUN
80298,围,VERB
80299,顿,NOUN
80300,无,PROPN
80301,终,NOUN
80302,子,NOUN
80303,嘉父,PROPN
80304,使,VERB
80305,孟乐,PROPN
80306,如,VERB
80307,晋,PROPN
80308,因,VERB
80309,魏,PROPN
80310,庄,PROPN
80311,子,NOUN
80312,纳,PROPN
80313,虎,NOUN
80314,豹,NOUN
80315,之,SCONJ
80316,皮,NOUN
80317,以,ADV
80318,请,VERB
80319,和,VERB
80320,诸,NOUN
80321,戎,NOUN
80322,晋,PROPN
80323,侯,NOUN
80324,曰,VERB
80325,戎,NOUN
80326,狄,NOUN
80327,无,VERB
80328,亲,NOUN
80329,而,CCONJ
80330,贪,NOUN
80331,不,ADV
80332,如,VERB
80333,伐,VERB
80334,之,PRON
80335,魏,PROPN
80336,绛,PROPN
80337,曰,VERB
80338,诸,NOUN
80339,侯,NOUN
80340,新,ADV
80341,服,VERB
80342,陈,NOUN
80343,新,VERB
80344,来,NOUN
80345,和,VERB
80346,将,NOUN
80347,观,NOUN
80348,于,ADP
80349,我,PRON
80350,我,PRON
80351,德,NOUN
80352,则,ADV
80353,睦,VERB
80354,否,VERB
80355,则,ADV
80356,携,VERB
80357,贰,NOUN
80358,劳,NOUN
80359,师,VERB
80360,于,ADP
80361,戎,NOUN
80362,而,CCONJ
80363,楚,PROPN
80364,伐,VERB
80365,陈,PROPN
80366,必,ADV
80367,弗,ADV
80368,能,AUX
80369,救,VERB
80370,是,PRON
80371,弃,NOUN
80372,陈,NOUN
80373,也,PART
80374,诸,NOUN
80375,华,NOUN
80376,必,ADV
80377,叛,VERB
80378,戎,NOUN
80379,禽,NOUN
80380,兽,NOUN
80381,也,PART
80382,获,NOUN
80383,戎,NOUN
80384,失,VERB
80385,华,NOUN
80386,无,NOUN
80387,乃,ADV
80388,不,ADV
80389,可,VERB
80390,乎,PART
80391,《,NOUN
80392,夏,NOUN
80393,训,NOUN
80394,》,NOUN
80395,有,VERB
80396,之,PRON
80397,曰,VERB
80398,‘,NOUN
80399,有,VERB
80400,穷,VERB
80401,后,NOUN
80402,羿,PROPN
80403,’,PROPN
80404,公,NOUN
80405,曰,VERB
80406,后,NOUN
80407,羿,PROPN
80408,何,PRON
80409,如,VERB
80410,对,PROPN
80411,曰,VERB
80412,昔,NOUN
80413,有,VERB
80414,夏,PROPN
80415,之,SCONJ
80416,方,NOUN
80417,衰,VERB
80418,也,PART
80419,后,NOUN
80420,羿,PROPN
80421,自,ADP
80422,鉏,PROPN
80423,迁,VERB
80424,于,ADP
80425,穷石,PROPN
80426,因,VERB
80427,夏,PROPN
80428,民,NOUN
80429,以,ADV
80430,代,VERB
80431,夏,PROPN
80432,政,NOUN
80433,恃,VERB
80434,其,PRON
80435,射,NOUN
80436,也,PART
80437,不,ADV
80438,修,VERB
80439,民,NOUN
80440,事,NOUN
80441,而,CCONJ
80442,淫,VERB
80443,于,ADP
80444,原,NOUN
80445,兽,NOUN
80446,弃,NOUN
80447,武,PROPN
80448,罗,PROPN
80449,伯,NOUN
80450,困,VERB
80451,熊,NOUN
80452,髡,PROPN
80453,龙,VERB
80454,圉,NOUN
80455,而,CCONJ
80456,用,VERB
80457,寒,VERB
80458,浞,PROPN
80459,寒,VERB
80460,浞,PROPN
80461,伯明,PROPN
80462,氏,NOUN
80463,之,SCONJ
80464,谗,NOUN
80465,子,NOUN
80466,弟,NOUN
80467,也,PART
80468,伯明,PROPN
80469,后,NOUN
80470,寒,VERB
80471,弃,NOUN
80472,之,SCONJ
80473,夷,NOUN
80474,羿,PROPN
80475,收,VERB
80476,之,PRON
80477,信,VERB
80478,而,CCONJ
80479,使,VERB
80480,之,PRON
80481,以,VERB
80482,为,VERB
80483,己,PRON
80484,相,NOUN
80485,浞,PROPN
80486,行,VERB
80487,媚,VERB
80488,于,ADP
80489,内,NOUN
80490,而,CCONJ
80491,施,VERB
80492,赂,NOUN
80493,于,ADP
80494,外,NOUN
80495,愚,ADV
80496,弄,VERB
80497,其,PRON
80498,民,NOUN
80499,而,CCONJ
80500,虞,PROPN
80501,羿,PROPN
80502,于,ADP
80503,田,NOUN
80504,树,NOUN
80505,之,SCONJ
80506,诈,NOUN
80507,慝,VERB
80508,以,ADV
80509,取,VERB
80510,其,PRON
80511,国,NOUN
80512,家,NOUN
80513,外,NOUN
80514,内,NOUN
80515,咸,ADV
80516,服,VERB
80517,羿,PROPN
80518,犹,VERB
80519,不,ADV
80520,悛,VERB
80521,将,NOUN
80522,归,NOUN
80523,自,ADP
80524,田,NOUN
80525,家,NOUN
80526,众,VERB
80527,杀,VERB
80528,而,CCONJ
80529,亨,VERB
80530,之,PRON
80531,以,ADV
80532,食,VERB
80533,其,PRON
80534,子,NOUN
80535,其,PRON
80536,子,NOUN
80537,不,ADV
80538,忍,VERB
80539,食,VERB
80540,诸,NOUN
80541,死,VERB
80542,于,ADP
80543,穷,NOUN
80544,门,NOUN
80545,靡,VERB
80546,奔,VERB
80547,有鬲,PROPN
80548,氏,NOUN
80549,浞,PROPN
80550,因,VERB
80551,羿,PROPN
80552,室,NOUN
80553,生,VERB
80554,浇,NOUN
80555,及,VERB
80556,豷,NOUN
80557,恃,VERB
80558,其,PRON
80559,谗,NOUN
80560,慝,VERB
80561,诈,NOUN
80562,伪,NOUN
80563,而,CCONJ
80564,不,ADV
80565,德,VERB
80566,于,ADP
80567,民,NOUN
80568,使,VERB
80569,浇,NOUN
80570,用,VERB
80571,师,NOUN
80572,灭,NOUN
80573,斟,VERB
80574,灌,VERB
80575,及,VERB
80576,斟,VERB
80577,寻,PROPN
80578,氏,NOUN
80579,处,NOUN
80580,浇,NOUN
80581,于,ADP
80582,过,NOUN
80583,处,NOUN
80584,豷,NOUN
80585,于,ADP
80586,戈,NOUN
80587,靡,VERB
80588,自,PRON
80589,有,VERB
80590,鬲,PROPN
80591,氏,NOUN
80592,收,VERB
80593,二,NUM
80594,国,NOUN
80595,之,SCONJ
80596,烬,NOUN
80597,以,VERB
80598,灭,PROPN
80599,浞,PROPN
80600,而,CCONJ
80601,立,VERB
80602,少康,PROPN
80603,少康,PROPN
80604,灭,PROPN
80605,浇,PROPN
80606,于,ADP
80607,过,PROPN
80608,后,NOUN
80609,杼,NOUN
80610,灭,NOUN
80611,豷,NOUN
80612,于,ADP
80613,戈,NOUN
80614,有,VERB
80615,穷,NOUN
80616,由,ADP
80617,是,PRON
80618,遂,ADV
80619,亡,VERB
80620,失,VERB
80621,人,NOUN
80622,故,NOUN
80623,也,PART
80624,昔,NOUN
80625,周,PROPN
80626,辛甲,PROPN
80627,之,SCONJ
80628,为,NOUN
80629,大,VERB
80630,史,NOUN
80631,也,PART
80632,命,VERB
80633,百,NUM
80634,官,NOUN
80635,官,NOUN
80636,箴,NOUN
80637,王,NOUN
80638,阙,NOUN
80639,于,ADP
80640,《,NOUN
80641,虞,VERB
80642,人,NOUN
80643,之,SCONJ
80644,箴,NOUN
80645,》,NOUN
80646,曰,VERB
80647,‘,PROPN
80648,芒,PROPN
80649,芒,PROPN
80650,禹,PROPN
80651,迹,VERB
80652,尽,NOUN
80653,为,VERB
80654,九,NUM
80655,州,NOUN
80656,经,NOUN
80657,启,VERB
80658,九,NUM
80659,道,NOUN
80660,民,NOUN
80661,有,VERB
80662,寝,NOUN
80663,庙,NOUN
80664,兽,NOUN
80665,有,VERB
80666,茂,VERB
80667,草,NOUN
80668,各,ADV
80669,有,VERB
80670,攸,VERB
80671,处,NOUN
80672,德,NOUN
80673,用,VERB
80674,不,ADV
80675,扰,VERB
80676,在,VERB
80677,帝,NOUN
80678,夷,NOUN
80679,羿,PROPN
80680,冒,VERB
80681,于,ADP
80682,原,NOUN
80683,兽,NOUN
80684,忘,VERB
80685,其,PRON
80686,国,NOUN
80687,恤,VERB
80688,而,CCONJ
80689,思,VERB
80690,其,PRON
80691,麀,NOUN
80692,牡,NOUN
80693,武,NOUN
80694,不,ADV
80695,可,AUX
80696,重,ADV
80697,用,VERB
80698,不,ADV
80699,恢,VERB
80700,于,ADP
80701,夏,PROPN
80702,家,NOUN
80703,兽,VERB
80704,臣,NOUN
80705,司原,PROPN
80706,敢,AUX
80707,告,VERB
80708,仆,VERB
80709,夫,PART
80710,’,NOUN
80711,《,NOUN
80712,虞,VERB
80713,箴,NOUN
80714,》,NOUN
80715,如,VERB
80716,是,PRON
80717,可,AUX
80718,不,ADV
80719,惩,VERB
80720,乎,PART
80721,于,ADP
80722,是,PRON
80723,晋,PROPN
80724,侯,NOUN
80725,好,VERB
80726,田,NOUN
80727,故,ADV
80728,魏,PROPN
80729,绛,NOUN
80730,及,VERB
80731,之,PRON
80732,公,NOUN
80733,曰,VERB
80734,然,ADV
80735,则,ADV
80736,莫,ADV
80737,如,VERB
80738,和,VERB
80739,戎,NOUN
80740,乎,PART
80741,对,PROPN
80742,曰,VERB
80743,和,VERB
80744,戎,NOUN
80745,有,VERB
80746,五,NUM
80747,利,NOUN
80748,焉,PART
80749,戎,NOUN
80750,狄,NOUN
80751,荐,NOUN
80752,居,VERB
80753,贵,NOUN
80754,货,NOUN
80755,易,VERB
80756,土,NOUN
80757,土,NOUN
80758,可,AUX
80759,贾,VERB
80760,焉,PART
80761,一,NUM
80762,也,PART
80763,边,NOUN
80764,鄙,NOUN
80765,不,ADV
80766,耸,VERB
80767,民,NOUN
80768,狎,VERB
80769,其,PRON
80770,野,NOUN
80771,穑,NOUN
80772,人,NOUN
80773,成,VERB
80774,功,NOUN
80775,二,NUM
80776,也,PART
80777,戎,NOUN
80778,狄,NOUN
80779,事,NOUN
80780,晋,NOUN
80781,四,NUM
80782,邻,NOUN
80783,振,VERB
80784,动,NOUN
80785,诸,NOUN
80786,侯,NOUN
80787,威,VERB
80788,怀,NOUN
80789,三,NUM
80790,也,PART
80791,以,ADV
80792,德,NOUN
80793,绥,NOUN
80794,戎,NOUN
80795,师,NOUN
80796,徒,NOUN
80797,不,ADV
80798,勤,VERB
80799,甲,NOUN
80800,兵,NOUN
80801,不,ADV
80802,顿,VERB
80803,四,NUM
80804,也,PART
80805,鉴,VERB
80806,于,ADP
80807,后,NOUN
80808,羿,PROPN
80809,而,CCONJ
80810,用,VERB
80811,德,NOUN
80812,度,NOUN
80813,远,NOUN
80814,至,VERB
80815,迩安,NOUN
80816,五,NUM
80817,也,PART
80818,君,NOUN
80819,其,PART
80820,图,NOUN
80821,之,PRON
80822,公,NOUN
80823,说,ADV
80824,使,VERB
80825,魏,PROPN
80826,绛,PROPN
80827,盟,VERB
80828,诸,NOUN
80829,戎,NOUN
80830,修,VERB
80831,民,NOUN
80832,事,NOUN
80833,田,NOUN
80834,以,VERB
80835,时,NOUN
80836,冬,NOUN
80837,十,NUM
80838,月,NOUN
80839,邾,VERB
80840,人,NOUN
80841,莒,PROPN
80842,人,NOUN
80843,伐,VERB
80844,鄫,PROPN
80845,臧,PROPN
80846,纥,PROPN
80847,救,VERB
80848,鄫,NOUN
80849,侵,VERB
80850,邾败,PROPN
80851,于,ADP
80852,狐,NOUN
80853,骀,NOUN
80854,国,NOUN
80855,人,NOUN
80856,逆,VERB
80857,丧,NOUN
80858,者,PART
80859,皆,ADV
80860,髽,VERB
80861,鲁,VERB
80862,于,ADP
80863,是,PRON
80864,乎,PART
80865,始,ADV
80866,髽,VERB
80867,国,VERB
80868,人,NOUN
80869,诵,VERB
80870,之,PRON
80871,曰,VERB
80872,臧,VERB
80873,之,SCONJ
80874,狐,NOUN
80875,裘,NOUN
80876,败,VERB
80877,我,PRON
80878,于,ADP
80879,狐,NOUN
80880,骀,NOUN
80881,我,PRON
80882,君,NOUN
80883,小,VERB
80884,子,NOUN
80885,",",PROPN
80886,朱,PROPN
80887,儒,NOUN
80888,是,PRON
80889,使,VERB
80890,朱,PROPN
80891,儒,PROPN
80892,!,ADV
80893,朱,PROPN
80894,儒,PROPN
80895,!,ADV
80896,使,VERB
80897,我,PRON
80898,败,VERB
80899,于,ADP
80900,邾,PROPN
80901,襄,PROPN
80902,公,NOUN
80903,五,NUM
80904,年,NOUN
80905,【,VERB
80906,经,NOUN
80907,】,NOUN
80908,五,NUM
80909,年,NOUN
80910,春,NOUN
80911,公,NOUN
80912,至,VERB
80913,自,ADP
80914,晋,PROPN
80915,夏,PROPN
80916,郑,PROPN
80917,伯,NOUN
80918,使,VERB
80919,公,NOUN
80920,子,NOUN
80921,发,PROPN
80922,来,VERB
80923,聘,VERB
80924,叔,PROPN
80925,孙,PROPN
80926,豹,NOUN
80927,鄫,NOUN
80928,世子,NOUN
80929,巫,NOUN
80930,如,VERB
80931,晋仲,PROPN
80932,孙,NOUN
80933,蔑,VERB
80934,卫,NOUN
80935,孙,NOUN
80936,林,NOUN
80937,父,NOUN
80938,子,NOUN
80939,会,PROPN
80940,吴,NOUN
80941,于,ADP
80942,善,VERB
80943,道,NOUN
80944,秋,NOUN
80945,大,VERB
80946,雩,NOUN
80947,楚,PROPN
80948,杀,VERB
80949,其,PRON
80950,大,VERB
80951,夫,NOUN
80952,公,NOUN
80953,子,NOUN
80954,壬,NUM
80955,夫,NOUN
80956,公,NOUN
80957,会,NOUN
80958,晋,PROPN
80959,侯,NOUN
80960,宋,PROPN
80961,公,NOUN
80962,陈,PROPN
80963,侯,NOUN
80964,卫,PROPN
80965,侯,NOUN
80966,郑,PROPN
80967,伯,NOUN
80968,曹,PROPN
80969,伯莒,PROPN
80970,子,NOUN
80971,邾子,PROPN
80972,滕,PROPN
80973,子,NOUN
80974,薛,PROPN
80975,伯齐,PROPN
80976,世子,NOUN
80977,光,PROPN
80978,吴,VERB
80979,人,NOUN
80980,鄫,VERB
80981,人,NOUN
80982,于,ADP
80983,戚,PROPN
80984,公,NOUN
80985,至,VERB
80986,自,ADP
80987,会,NOUN
80988,冬,NOUN
80989,戍,VERB
80990,陈,VERB
80991,楚,PROPN
80992,公,NOUN
80993,子,NOUN
80994,贞,PROPN
80995,帅,NOUN
80996,师,PROPN
80997,伐,VERB
80998,陈,PROPN
80999,公,NOUN
81000,会,NOUN
81001,晋,PROPN
81002,侯,NOUN
81003,宋,PROPN
81004,公卫,PROPN
81005,侯,NOUN
81006,郑,PROPN
81007,伯,NOUN
81008,曹,PROPN
81009,伯齐,PROPN
81010,世子,NOUN
81011,光,PROPN
81012,救,VERB
81013,陈,NOUN
81014,十,NUM
81015,有,ADP
81016,二,NUM
81017,月,NOUN
81018,公,NOUN
81019,至,VERB
81020,自,PRON
81021,救,VERB
81022,陈,PROPN
81023,辛未,PROPN
81024,季,PROPN
81025,孙,PROPN
81026,行,VERB
81027,父,NOUN
81028,卒,NOUN
81029,【,VERB
81030,传,NOUN
81031,】,NOUN
81032,五,NUM
81033,年,NOUN
81034,春,NOUN
81035,公,NOUN
81036,至,VERB
81037,自,PRON
81038,晋,PROPN
81039,王,NOUN
81040,使,VERB
81041,王,PROPN
81042,叔陈,PROPN
81043,生,VERB
81044,愬,PROPN
81045,戎,PROPN
81046,于,ADP
81047,晋,PROPN
81048,晋,PROPN
81049,人,NOUN
81050,执,VERB
81051,之,PRON
81052,士,NOUN
81053,鲂,NOUN
81054,如,VERB
81055,京,PROPN
81056,师,NOUN
81057,言,VERB
81058,王,NOUN
81059,叔,NOUN
81060,之,SCONJ
81061,贰,NOUN
81062,于,ADP
81063,戎,NOUN
81064,也,PART
81065,夏,PROPN
81066,郑,NOUN
81067,子,NOUN
81068,国,PROPN
81069,来,NOUN
81070,聘,VERB
81071,通,VERB
81072,嗣,VERB
81073,君,NOUN
81074,也,PART
81075,穆,PROPN
81076,叔,NOUN
81077,觌,PROPN
81078,鄫,NOUN
81079,大,VERB
81080,子,NOUN
81081,于,ADP
81082,晋,PROPN
81083,以,ADV
81084,成,VERB
81085,属,NOUN
81086,鄫,NOUN
81087,书,NOUN
81088,曰,VERB
81089,叔孙,PROPN
81090,豹,PROPN
81091,鄫,VERB
81092,大,VERB
81093,子,NOUN
81094,巫,NOUN
81095,如,VERB
81096,晋,NOUN
81097,言,NOUN
81098,比,VERB
81099,诸,NOUN
81100,鲁,NOUN
81101,大,VERB
81102,夫,NOUN
81103,也,PART
81104,吴,NOUN
81105,子,NOUN
81106,使,VERB
81107,寿,NOUN
81108,越,PROPN
81109,如,VERB
81110,晋,NOUN
81111,辞,NOUN
81112,不,ADV
81113,会,VERB
81114,于,ADP
81115,鸡,NOUN
81116,泽,VERB
81117,之,PRON
81118,故,ADV
81119,且,ADV
81120,请,VERB
81121,听,NOUN
81122,诸,NOUN
81123,侯,NOUN
81124,之,SCONJ
81125,好,VERB
81126,晋,NOUN
81127,人,NOUN
81128,将,PROPN
81129,为,PROPN
81130,之,SCONJ
81131,合,VERB
81132,诸,NOUN
81133,侯,NOUN
81134,使,VERB
81135,鲁,PROPN
81136,卫,PROPN
81137,先,NOUN
81138,会,NOUN
81139,吴,PROPN
81140,且,ADV
81141,告,VERB
81142,会,PROPN
81143,期,NOUN
81144,故,ADV
81145,孟献,PROPN
81146,子,NOUN
81147,孙,PROPN
81148,文子,PROPN
81149,会,VERB
81150,吴,VERB
81151,于,ADP
81152,善,VERB
81153,道,NOUN
81154,秋,NOUN
81155,大,ADV
81156,雩,VERB
81157,旱,NOUN
81158,也,PART
81159,楚,PROPN
81160,人,NOUN
81161,讨,PROPN
81162,陈,PROPN
81163,叛,VERB
81164,故,ADV
81165,曰,VERB
81166,由,ADP
81167,令,VERB
81168,尹,PROPN
81169,子辛,PROPN
81170,实,ADV
81171,侵,VERB
81172,欲,VERB
81173,焉,PART
81174,乃,ADV
81175,杀,VERB
81176,之,PRON
81177,书,NOUN
81178,曰,VERB
81179,楚,PROPN
81180,杀,VERB
81181,其,PRON
81182,大,VERB
81183,夫,NOUN
81184,公,NOUN
81185,子,NOUN
81186,壬,PROPN
81187,夫,NOUN
81188,贪,NOUN
81189,也,PART
81190,君子,NOUN
81191,谓,VERB
81192,楚,PROPN
81193,共,VERB
81194,王,NOUN
81195,于,ADP
81196,是,PRON
81197,不,ADV
81198,刑,VERB
81199,《,NOUN
81200,诗,NOUN
81201,》,NOUN
81202,曰,VERB
81203,‘,VERB
81204,周,PROPN
81205,道,NOUN
81206,挺,VERB
81207,挺,VERB
81208,我,PRON
81209,心,NOUN
81210,扃,NOUN
81211,扃,NOUN
81212,讲,NOUN
81213,事,NOUN
81214,不,ADV
81215,令,VERB
81216,集,VERB
81217,人,NOUN
81218,来,NOUN
81219,定,VERB
81220,’,NOUN
81221,己,PRON
81222,则,VERB
81223,无,VERB
81224,信,NOUN
81225,而,CCONJ
81226,杀,VERB
81227,人,NOUN
81228,以,ADV
81229,逞,VERB
81230,不,ADV
81231,亦,ADV
81232,难,VERB
81233,乎,PART
81234,《,NOUN
81235,夏,NOUN
81236,书,NOUN
81237,》,NOUN
81238,曰,VERB
81239,‘,NOUN
81240,成,PROPN
81241,允成,PROPN
81242,功,NOUN
81243,’,NOUN
81244,九,NUM
81245,月,NOUN
81246,丙午,NUM
81247,盟,VERB
81248,于,ADP
81249,戚,NOUN
81250,会,NOUN
81251,吴,NOUN
81252,且,ADV
81253,命,VERB
81254,戍,NOUN
81255,陈,NOUN
81256,也,PART
81257,穆,PROPN
81258,叔,NOUN
81259,以,VERB
81260,属,NOUN
81261,鄫,NOUN
81262,为,NOUN
81263,不,ADV
81264,利,VERB
81265,使,VERB
81266,鄫,NOUN
81267,大,VERB
81268,夫,NOUN
81269,听,NOUN
81270,命,VERB
81271,于,ADP
81272,会,NOUN
81273,楚,PROPN
81274,子,NOUN
81275,囊,NOUN
81276,为,NOUN
81277,令,VERB
81278,尹,NOUN
81279,范,PROPN
